common_region,year,ccus_project_count,annual_ccus_capacity_tpa,annual_ccus_capacity_mtpa,cumulative_ccus_capacity_tpa,cumulative_ccus_capacity_mtpa,operating_project_count,planned_project_count,under_construction_project_count
Austria,2022,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2023,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2024,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2025,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2026,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2027,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2028,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2029,0,0.0,0.0,0.0,0.0,0,0,0
Austria,2030,1,750000.0,0.75,750000.0,0.75,0,1,0
Austria,2031,0,0.0,0.0,750000.0,0.75,0,0,0
Austria,2032,0,0.0,0.0,750000.0,0.75,0,0,0
Austria,2033,0,0.0,0.0,750000.0,0.75,0,0,0
Austria,2034,0,0.0,0.0,750000.0,0.75,0,0,0
Austria,2035,0,0.0,0.0,750000.0,0.75,0,0,0
Bahrain,2010,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2011,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2012,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2013,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2014,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2015,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2016,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2017,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2018,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2019,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2020,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2021,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2022,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2023,1,0.0,0.0,0.0,0.0,0,1,0
Bahrain,2024,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2025,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2026,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2027,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2028,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2029,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2030,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2031,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2032,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2033,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2034,0,0.0,0.0,0.0,0.0,0,0,0
Bahrain,2035,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2010,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2011,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2012,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2013,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2014,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2015,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2016,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2017,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2018,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2019,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2020,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2021,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2022,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2023,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2024,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2025,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2026,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2027,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2028,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2029,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Germany,2030,1,20000000.0,20.0,20000000.0,20.0,0,1,0
Belgium-Germany,2031,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-Germany,2032,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-Germany,2033,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-Germany,2034,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-Germany,2035,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-Netherlands,2010,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2011,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2012,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2013,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2014,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2015,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2016,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2017,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2018,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2019,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2020,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2021,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-Netherlands,2022,1,5000000.0,5.0,5000000.0,5.0,0,1,0
Belgium-Netherlands,2023,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2024,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2025,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2026,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2027,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2028,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2029,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2030,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2031,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2032,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2033,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2034,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-Netherlands,2035,0,0.0,0.0,5000000.0,5.0,0,0,0
Belgium-United Kingdom,2010,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2011,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2012,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2013,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2014,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2015,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2016,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2017,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2018,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2019,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2020,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2021,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2022,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2023,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2024,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2025,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2026,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2027,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2028,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2029,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2030,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2031,0,0.0,0.0,0.0,0.0,0,0,0
Belgium-United Kingdom,2032,1,20000000.0,20.0,20000000.0,20.0,0,1,0
Belgium-United Kingdom,2033,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-United Kingdom,2034,0,0.0,0.0,20000000.0,20.0,0,0,0
Belgium-United Kingdom,2035,0,0.0,0.0,20000000.0,20.0,0,0,0
Brazil,2010,0,0.0,0.0,0.0,0.0,0,0,0
Brazil,2011,0,0.0,0.0,0.0,0.0,0,0,0
Brazil,2012,0,0.0,0.0,0.0,0.0,0,0,0
Brazil,2013,1,14200000.0,14.2,14200000.0,14.2,1,0,0
Brazil,2014,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2015,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2016,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2017,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2018,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2019,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2020,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2021,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2022,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2023,1,0.0,0.0,14200000.0,14.2,0,1,0
Brazil,2024,1,0.0,0.0,14200000.0,14.2,0,1,0
Brazil,2025,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2026,0,0.0,0.0,14200000.0,14.2,0,0,0
Brazil,2027,1,5000.0,0.005,14205000.0,14.205,0,1,0
Brazil,2028,0,0.0,0.0,14205000.0,14.205,0,0,0
Brazil,2029,0,0.0,0.0,14205000.0,14.205,0,0,0
Brazil,2030,1,423000.0,0.423,14628000.0,14.628,0,1,0
Brazil,2031,0,0.0,0.0,14628000.0,14.628,0,0,0
Brazil,2032,0,0.0,0.0,14628000.0,14.628,0,0,0
Brazil,2033,0,0.0,0.0,14628000.0,14.628,0,0,0
Brazil,2034,0,0.0,0.0,14628000.0,14.628,0,0,0
Brazil,2035,0,0.0,0.0,14628000.0,14.628,0,0,0
Bulgaria,2010,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2011,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2012,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2013,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2014,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2015,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2016,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2017,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2018,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2019,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2020,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2021,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2022,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2023,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2024,1,0.0,0.0,0.0,0.0,0,1,0
Bulgaria,2025,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2026,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2027,0,0.0,0.0,0.0,0.0,0,0,0
Bulgaria,2028,1,800000.0,0.8,800000.0,0.8,0,1,0
Bulgaria,2029,0,0.0,0.0,800000.0,0.8,0,0,0
Bulgaria,2030,0,0.0,0.0,800000.0,0.8,0,0,0
